,source,target,normalized_projection_density_source_average
165,HIP,P,0.004084736754792377
166,HIP,PL,0.006313947539377589
167,HIP,PVH,0.0038562009373587173
168,HIP,SCH,0.0076330660347894395
169,HIP,SNc,0.0020636268347019064
170,HIP,SNr,0.000706220030631315
171,HIP,SO,0.013161416256916072
172,HIP,TH,0.016521420516081443
173,HIP,VISp,0.014322168043081764
174,HIP,VMH,0.0077223842033038595
175,ILA,ARH,0.00015200988778911226
176,ILA,CB,1.0705083384851566e-05
177,ILA,CP,0.001324680233634446
178,ILA,DMH,0.0007693513647312922
179,ILA,GPe,0.00011103886674917276
180,ILA,GPi,9.168079936933019e-05
181,ILA,HIP,2.2169150827761695e-05
182,ILA,LH,0.0006774895998280544
183,ILA,LPO,0.0012374079830045747
184,ILA,LZ,0.0009237632222780532
185,ILA,MBO,0.0007681685972990053
186,ILA,MH,0.00017271013041349992
187,ILA,MOB,7.129744889370593e-05
188,ILA,MPO,0.0009411649804291223
189,ILA,ORB,0.0032312361023592623
190,ILA,P,0.00015031721335600397
191,ILA,PL,0.007395540282416576
192,ILA,PVH,0.000652802074574777
193,ILA,SCH,0.00013490030714987986
194,ILA,SNc,0.0004257131843281607
195,ILA,SNr,0.00014228753276476774
196,ILA,SO,0.0011065870627093718
197,ILA,TH,0.0006850163858068697
198,ILA,VISp,3.826509384560973e-05
199,ILA,VMH,0.00014910968658473855
200,LH,ARH,4.118836947565949e-05
201,LH,CB,9.076174067680614e-06
202,LH,CP,0.0007305398634092774
203,LH,DMH,0.00017794513096736403
204,LH,GPe,0.0002516249625250007
205,LH,GPi,8.430315271097524e-05
206,LH,HIP,0.00010693579929009202
207,LH,ILA,0.0011273431008966554
208,LH,LPO,0.00017991513420194868
209,LH,LZ,0.00021171981381697583
210,LH,MBO,0.00020509849780292355
211,LH,MH,0.0004556818658544518
212,LH,MOB,1.0956950818290233e-05
213,LH,MPO,7.601261895048217e-05
214,LH,ORB,0.0008998435183114103
215,LH,P,0.00013251710054830348
216,LH,PL,0.001128753729818774
217,LH,PVH,7.610263245748006e-05
218,LH,SCH,6.456838344976221e-05
219,LH,SNc,4.3494802547373854e-05
220,LH,SNr,2.5764485862336853e-05
221,LH,SO,0.00010424074038711957
222,LH,TH,0.0005804591491785052
223,LH,VISp,3.44158226727847e-05
224,LH,VMH,2.7625214370824688e-05
225,LPO,ARH,0.00045498731690575295
226,LPO,CB,1.917031511734107e-05
227,LPO,CP,7.174537232414088e-05
228,LPO,DMH,0.0009543776252651038
229,LPO,GPe,0.00013461493357466638
230,LPO,GPi,0.00023518449373383297
231,LPO,HIP,0.0006532485802044397
232,LPO,ILA,0.0013468288953989206
233,LPO,LH,0.0018861261986855993
234,LPO,LZ,0.001449385009723188
235,LPO,MBO,0.0008535104479972314
236,LPO,MH,0.0003891048272712323
237,LPO,MOB,0.0007256115498748156
238,LPO,MPO,0.0019718665848247083
239,LPO,ORB,0.0012905640886962028
240,LPO,P,0.00013950729351360318
241,LPO,PL,0.0020379645016619244
242,LPO,PVH,0.0007251423243840224
243,LPO,SCH,0.00026811883502500495
244,LPO,SNc,0.00038384028053633704
245,LPO,SNr,8.033632320734984e-05
246,LPO,SO,0.0017424215158921346
247,LPO,TH,0.00028550593241233834
248,LPO,VISp,0.0008962504654495557
249,LPO,VMH,0.0005835599350411908
250,LZ,ARH,0.023144626524966527
251,LZ,CB,0.00026738571997531583
252,LZ,CP,0.0021774233436273904
253,LZ,DMH,0.020650399741960066
254,LZ,GPe,0.005369836852985096
255,LZ,GPi,0.010120062988491992
256,LZ,HIP,0.0014946221437366976
257,LZ,ILA,0.004547884529804246
258,LZ,LH,0.013236634878415827
259,LZ,LPO,0.017563154395220507
260,LZ,MBO,0.011738585799479591
261,LZ,MH,0.0022768808671335254
262,LZ,MOB,0.0015836237574533528
263,LZ,MPO,0.019774620930269122
264,LZ,ORB,0.0035874246793939414
265,LZ,P,0.0023470492853845796
266,LZ,PL,0.005335558469133418
267,LZ,PVH,0.022856484799136864
268,LZ,SCH,0.012639026959601193
269,LZ,SNc,0.00959495277162474
270,LZ,SNr,0.00533681879706918
271,LZ,SO,0.025205282551432402
272,LZ,TH,0.005487966867944864
273,LZ,VISp,0.001950271694704865
274,LZ,VMH,0.018009114156781414
275,MBO,ARH,0.009285685901949866
276,MBO,CB,4.671674867744166e-05
277,MBO,CP,0.000570396645366444
278,MBO,DMH,0.007097800319946253
279,MBO,GPe,0.0008816710865603644
280,MBO,GPi,0.0007241259181747866
281,MBO,HIP,0.0003280143502521981
282,MBO,ILA,0.0007359403174732661
283,MBO,LH,0.0011543899194222697
284,MBO,LPO,0.004581489179946512
285,MBO,LZ,0.00418335164056546
286,MBO,MH,0.0002944230573847241
287,MBO,MOB,0.00012348603335891813
288,MBO,MPO,0.006471894736503652
289,MBO,ORB,0.00035300461437337257
290,MBO,P,0.000500300411494446
291,MBO,PL,0.00046293341069737325
292,MBO,PVH,0.006842198925647598
293,MBO,SCH,0.003638278520912189
294,MBO,SNc,0.002015844985791092
295,MBO,SNr,0.0008422402389546031
296,MBO,SO,0.00545995503084336
297,MBO,TH,0.0009540271591620146
298,MBO,VISp,0.00014104069332699374
299,MBO,VMH,0.004141711290169178
300,MH,ARH,2.3582648358145806e-05
301,MH,CB,8.32720327719911e-06
302,MH,CP,0.00031743791305261453
303,MH,DMH,0.0002875244092911386
304,MH,GPe,8.482801244756188e-05
305,MH,GPi,3.224975778182472e-05
306,MH,HIP,0.00016129995947043748
307,MH,ILA,0.001204100157982534
308,MH,LH,0.0039288572564284965
309,MH,LPO,0.00025157048792988265
310,MH,LZ,0.00023631101043212287
311,MH,MBO,0.00029208445424298076
312,MH,MOB,8.836110083488559e-06
313,MH,MPO,0.00012888598238160832
314,MH,ORB,0.0004015823540547072
315,MH,P,0.00016842815307545312
316,MH,PL,0.0006812510844103038
317,MH,PVH,0.00013889218307994766
318,MH,SCH,0.0001366402140379175
319,MH,SNc,3.5644101655595975e-05
320,MH,SNr,1.594866418169156e-05
321,MH,SO,0.00015670387236109222
322,MH,TH,0.00041571123814563763
323,MH,VISp,1.7294278763398775e-05
324,MH,VMH,7.793134471519788e-05
325,MOB,ARH,0.0021746550518837618
326,MOB,CB,0.0004205186366175714
327,MOB,CP,0.01094747451056404
328,MOB,DMH,0.0006989011714581474
329,MOB,GPe,0.0027140710362482784
330,MOB,GPi,0.00371441031811223
331,MOB,HIP,0.00047549376297115317
332,MOB,ILA,0.01294581921992641
333,MOB,LH,0.0007581627098208406
334,MOB,LPO,0.0018796429228517602
335,MOB,LZ,0.0016150970335606042
336,MOB,MBO,0.0016804897197100987
337,MOB,MH,0.002788865477343937
338,MOB,MPO,0.0012056636197007042
339,MOB,ORB,0.03151659309265845
340,MOB,P,0.0018680850271435856
341,MOB,PL,0.014299207293472919
342,MOB,PVH,0.0010772001865783888
343,MOB,SCH,0.0007210065189843605
344,MOB,SNc,0.005456531568655999
345,MOB,SNr,0.0019438069813517526
346,MOB,SO,0.0019311260760027167
347,MOB,TH,0.002226103091233328
348,MOB,VISp,0.0007891508813231041
349,MOB,VMH,7.044142043966022e-05
350,MPO,ARH,0.001647635560251042
351,MPO,CB,7.049167131724896e-06
352,MPO,CP,5.603577129401004e-06
353,MPO,DMH,0.002370390102582308
354,MPO,GPe,6.4872726341917625e-06
355,MPO,GPi,1.7555883292745286e-05
356,MPO,HIP,0.0004799783854619324
357,MPO,ILA,0.0002953124500913271
358,MPO,LH,0.0011222481122347867
359,MPO,LPO,0.0023959638853202343
360,MPO,LZ,0.0013030471377775891
361,MPO,MBO,0.001182240329117676
362,MPO,MH,0.00030835091269673404
363,MPO,MOB,0.00018298503074474446
364,MPO,ORB,0.00020302004458504198
365,MPO,P,7.570772969557482e-05
366,MPO,PL,0.0002561083176530564
367,MPO,PVH,0.0028001634571198195
368,MPO,SCH,0.0012451938214846545
369,MPO,SNc,0.00013909733849910686
370,MPO,SNr,1.8715563156189768e-05
371,MPO,SO,0.00234530060220416
372,MPO,TH,0.00021818889727555704
373,MPO,VISp,0.00028226932462905495
374,MPO,VMH,0.0013925136428928385
375,ORB,ARH,0.0002980518584012612
376,ORB,CB,4.863517543377948e-05
377,ORB,CP,0.009640181432375902
378,ORB,DMH,0.0008485644211211291
379,ORB,GPe,0.0021928571224627213
380,ORB,GPi,0.0028273809022074862
381,ORB,HIP,8.475113090770444e-05
382,ORB,ILA,0.033176215019001726
383,ORB,LH,0.0019463344160433852
384,ORB,LPO,0.0029181605557971413
385,ORB,LZ,0.002665059721064793
386,ORB,MBO,0.001861164436648608
387,ORB,MH,0.0002390088081317292
388,ORB,MOB,0.0013113599505031634
389,ORB,MPO,0.00111654641313432
390,ORB,P,0.0014877306176482015
391,ORB,PL,0.028270745675626655
392,ORB,PVH,0.0005135843300423587
393,ORB,SCH,0.00013448109508564592
394,ORB,SNc,0.0045109497932113865
395,ORB,SNr,0.0016393197422281418
396,ORB,SO,0.0023757997154179645
397,ORB,TH,0.004805132167112521
398,ORB,VISp,0.0009102527178327326
399,ORB,VMH,0.00012006483549924643
400,P,ARH,0.01226637317912989
401,P,CB,0.007253668435577536
402,P,CP,0.0015754998035646334
403,P,DMH,0.025949777358697173
404,P,GPe,0.004510070974833052
405,P,GPi,0.01075364693226299
406,P,HIP,0.01078682482518226
407,P,ILA,0.008595290856850582
408,P,LH,0.010796757765397775
409,P,LPO,0.033983606230453975
410,P,LZ,0.028860941387411174
411,P,MBO,0.01925256232072648
412,P,MH,0.00367403083168639
413,P,MOB,0.003023816175831508
414,P,MPO,0.01775185396866335
415,P,ORB,0.005046158482905092
416,P,PL,0.006593940256744308
417,P,PVH,0.01820661998332304
418,P,SCH,0.005407355551151632
419,P,SNc,0.019459133524982616
420,P,SNr,0.008903310613748865
421,P,SO,0.014594139781093264
422,P,TH,0.011823262622036292
423,P,VISp,0.002259189527415354
424,P,VMH,0.006328789709507312
425,PL,ARH,0.0002944120040121011
426,PL,CB,2.723460948100757e-05
427,PL,CP,0.004769414927602927
428,PL,DMH,0.0014127756890669027
429,PL,GPe,0.0005351057144891006
430,PL,GPi,0.0005707502304610634
431,PL,HIP,5.1949478848974246e-05
432,PL,ILA,0.027686117468422384
433,PL,LH,0.0016297584806447007
434,PL,LPO,0.002388271668836359
435,PL,LZ,0.002133049514445987
436,PL,MBO,0.001494455449906644
437,PL,MH,0.00024412200741519798
438,PL,MOB,0.0001986680295431032
439,PL,MPO,0.0016915907866004705
440,PL,ORB,0.01043081354282141
441,PL,P,0.0006959797012257871
442,PL,PVH,0.001163061026791739
443,PL,SCH,0.0002383608131908054
444,PL,SNc,0.001376110471800751
445,PL,SNr,0.0005759685472235472
446,PL,SO,0.0020200124505723423
447,PL,TH,0.002832236777179771
448,PL,VISp,0.00021141509143543817
449,PL,VMH,0.00026513042398169966
450,PVH,ARH,0.0011332514374467516
451,PVH,CB,6.992711351956083e-06
452,PVH,CP,1.6082887701929863e-05
453,PVH,DMH,0.0009086020217710446
454,PVH,GPe,7.954229647513945e-06
455,PVH,GPi,2.4308334490437035e-05
456,PVH,HIP,3.259304516849853e-05
457,PVH,ILA,0.00024204761744443836
458,PVH,LH,0.0003397348976488871
459,PVH,LPO,0.00037772768617581073
460,PVH,LZ,0.0005815765866237351
461,PVH,MBO,0.0002828602331652048
462,PVH,MH,8.24846828968347e-05
463,PVH,MOB,6.556541057163867e-06
464,PVH,MPO,0.0008446242388157225
465,PVH,ORB,5.2305289721377736e-05
466,PVH,P,5.2822378187141844e-05
467,PVH,PL,7.873053520135306e-05
468,PVH,SCH,0.0004390672043736195
469,PVH,SNc,0.00022047321579500277
470,PVH,SNr,3.0288618812222044e-05
471,PVH,SO,0.0007140633685561972
472,PVH,TH,0.00012707371095121148
473,PVH,VISp,7.128322755666431e-06
474,PVH,VMH,0.0006684961743333324
475,SCH,ARH,0.00033200300494231325
476,SCH,CB,2.4029119556645014e-07
477,SCH,CP,1.0722247730707006e-06
478,SCH,DMH,0.00042175001807630497
479,SCH,GPe,2.653158028203859e-06
480,SCH,GPi,1.7976001746858075e-05
481,SCH,HIP,1.4465475756281824e-06
482,SCH,ILA,7.893704958293687e-06
483,SCH,LH,4.76216282648624e-05
484,SCH,LPO,0.0001004914995962241
485,SCH,LZ,0.00012461115327734985
486,SCH,MBO,9.200321844932076e-05
487,SCH,MH,1.201805426024339e-05
488,SCH,MOB,9.815448343037907e-07
489,SCH,MPO,0.000254629003787058
490,SCH,ORB,1.1992769938712335e-06
491,SCH,P,7.564363699087093e-06
492,SCH,PL,1.6679663333129515e-06
493,SCH,PVH,0.0006611056051229658
494,SCH,SNc,2.1906469969246814e-05
495,SCH,SNr,5.11417002066222e-06
496,SCH,SO,0.0002595518876947061
497,SCH,TH,3.687331795916038e-05
498,SCH,VISp,8.249341967463479e-07
499,SCH,VMH,0.0005158212835121972
500,SNc,ARH,0.00027072031241215274
501,SNc,CB,1.9454552254171467e-05
502,SNc,CP,0.0007167107740456352
503,SNc,DMH,0.00021596488173530702
504,SNc,GPe,0.0004371439224639706
505,SNc,GPi,0.0005209304781812887
506,SNc,HIP,1.0124817108065505e-05
507,SNc,ILA,5.887030833810815e-05
508,SNc,LH,5.942954878209088e-05
509,SNc,LPO,0.00020319150147111049
510,SNc,LZ,0.00041236941802513284
511,SNc,MBO,0.00034449755169083384
512,SNc,MH,2.7683115372527564e-05
513,SNc,MOB,1.2572659925906751e-05
514,SNc,MPO,0.0001627190012275227
515,SNc,ORB,3.060749088967096e-05
516,SNc,P,0.00013357106463007432
517,SNc,PL,4.1020870089543536e-05
518,SNc,PVH,0.00022148252587292228
519,SNc,SCH,6.753880628264813e-05
520,SNc,SNr,0.0008644496007607969
521,SNc,SO,0.00013803039728698768
522,SNc,TH,0.00016131877326814906
523,SNc,VISp,1.0908379073379021e-05
524,SNc,VMH,0.0001496348921395623
525,SNr,ARH,0.002360301184252272
526,SNr,CB,0.00016374497193641675
527,SNr,CP,0.0054941297731945634
528,SNr,DMH,0.0020421981330006377
529,SNr,GPe,0.0035107947512775534
530,SNr,GPi,0.004290704060876732
531,SNr,HIP,7.750622902203143e-05
532,SNr,ILA,0.0004809434822867913
533,SNr,LH,0.0004754599540926956
534,SNr,LPO,0.0017882867112369626
535,SNr,LZ,0.0034773703110236556
536,SNr,MBO,0.002712235387358285
537,SNr,MH,0.0002373545432282828
538,SNr,MOB,9.612198349944793e-05
539,SNr,MPO,0.0015590363971096156
540,SNr,ORB,0.0002456042335685211
541,SNr,P,0.001140756601375394
542,SNr,PL,0.0003291959705651984
543,SNr,PVH,0.0020668512769396914
544,SNr,SCH,0.0006606954945275905
545,SNr,SNc,0.011374081434773007
546,SNr,SO,0.001223761681329591
547,SNr,TH,0.0012750107723275789
548,SNr,VISp,8.875663010037997e-05
549,SNr,VMH,0.002397774519006606
550,SO,ARH,0.0011122846616574782
551,SO,CB,1.0196557288880872e-05
552,SO,CP,9.49431222892659e-07
553,SO,DMH,6.524327327528682e-05
554,SO,GPe,2.5924507713662524e-06
555,SO,GPi,5.227541906348548e-05
556,SO,HIP,1.0995010351606646e-05
557,SO,ILA,6.765656465320355e-06
558,SO,LH,6.800315303542047e-05
559,SO,LPO,9.479739700847527e-05
560,SO,LZ,0.00035369748883936855
561,SO,MBO,6.993952708260988e-05
562,SO,MH,1.6776755893481055e-05
563,SO,MOB,9.497813271823108e-06
564,SO,MPO,8.80600885193094e-05
565,SO,ORB,9.716832938993694e-06
566,SO,P,3.9881762828091845e-05
567,SO,PL,8.29847123328608e-06
568,SO,PVH,6.481872767363648e-05
569,SO,SCH,2.1637081018376496e-05
570,SO,SNc,7.968655425671885e-06
571,SO,SNr,2.0467808045141014e-06
572,SO,TH,1.2620268554236427e-05
573,SO,VISp,2.452811001305724e-06
574,SO,VMH,0.00012073683262692921
575,TH,ARH,0.01700457632928207
576,TH,CB,0.0005706862646322012
577,TH,CP,0.026535982589997006
578,TH,DMH,0.026286478755893145
579,TH,GPe,0.01745970241932048
580,TH,GPi,0.017945571071904656
581,TH,HIP,0.004612192967722667
582,TH,ILA,0.054032750424447516
583,TH,LH,0.04441504907607599
584,TH,LPO,0.019095856727863264
585,TH,LZ,0.024004597482145108
586,TH,MBO,0.011317134094717745
587,TH,MH,0.01047871952889405
588,TH,MOB,0.000489486233520242
589,TH,MPO,0.0236660028877523
590,TH,ORB,0.023686620866118013
591,TH,P,0.004484548093909069
592,TH,PL,0.03914723521801544
593,TH,PVH,0.0361691013286699
594,TH,SCH,0.020845005780627
595,TH,SNc,0.011667242732387766
596,TH,SNr,0.007252793850696828
597,TH,SO,0.021627777133048972
598,TH,VISp,0.023084203527386674
599,TH,VMH,0.024297740226689235
600,VISp,ARH,0.0004890928947184951
601,VISp,CB,0.0005020972932725047
602,VISp,CP,0.004491465488337888
603,VISp,DMH,0.00047020601279608595
604,VISp,GPe,0.0004903236119512025
605,VISp,GPi,0.0003400781778817925
606,VISp,HIP,0.0012637458186636045
607,VISp,ILA,0.0006487073360391621
608,VISp,LH,0.0002950837827845468
609,VISp,LPO,0.000540484660396782
610,VISp,LZ,0.0013809750069499328
611,VISp,MBO,0.0018730388459485849
612,VISp,MH,0.000555977948721121
613,VISp,MOB,0.0005143927427770477
614,VISp,MPO,0.0006680392455416858
615,VISp,ORB,0.0013788550445659404
616,VISp,P,0.001113195151779283
617,VISp,PL,0.0006677341410829382
618,VISp,PVH,0.0002189645559577123
619,VISp,SCH,0.0005356301656198153
620,VISp,SNc,0.0003333406011885115
621,VISp,SNr,0.0007215216415813333
622,VISp,SO,0.0005215730378997885
623,VISp,TH,0.009030512459688533
624,VISp,VMH,0.0009876922343057947
625,VMH,ARH,0.009430631375526017
626,VMH,CB,6.898425799702404e-06
627,VMH,CP,1.647266504010073e-05
628,VMH,DMH,0.005776765703290231
629,VMH,GPe,3.347512731521242e-05
630,VMH,GPi,0.00016251795644804917
631,VMH,HIP,2.0246762035333915e-05
632,VMH,ILA,0.0001225860484852954
633,VMH,LH,0.0006614273995123218
634,VMH,LPO,0.0014020676198645379
635,VMH,LZ,0.001841768422336405
636,VMH,MBO,0.001468790086975633
637,VMH,MH,0.00011911037845139807
638,VMH,MOB,8.94944778832074e-06
639,VMH,MPO,0.0034281296223614434
640,VMH,ORB,5.063469947888376e-05
641,VMH,P,9.38131848515174e-05
642,VMH,PL,5.954397201106566e-05
643,VMH,PVH,0.0058302322981150685
644,VMH,SCH,0.0033726213920520125
645,VMH,SNc,0.00028009534385144743
646,VMH,SNr,4.0016993176459244e-05
647,VMH,SO,0.003234121760527153
648,VMH,TH,0.0003252036310851046
649,VMH,VISp,8.654687043073766e-06
650,ARH,ARH,0.0
651,CB,CB,0.0
652,DMH,DMH,0.0
653,MH,MH,0.0
654,LH,LH,0.0
655,HIP,HIP,0.0
656,ILA,ILA,0.0
657,PL,PL,0.0
658,ORB,ORB,0.0
659,CP,CP,0.0
660,GPe,GPe,0.0
661,LZ,LZ,0.0
662,MBO,MBO,0.0
663,GPi,GPi,0.0
664,MOB,MOB,0.0
665,PVH,PVH,0.0
666,LPO,LPO,0.0
667,MPO,MPO,0.0
668,P,P,0.0
669,SNr,SNr,0.0
670,SNc,SNc,0.0
671,SCH,SCH,0.0
672,SO,SO,0.0
673,TH,TH,0.0
674,VMH,VMH,0.0
675,VISp,VISp,0.0
